pe_ratio,debt_to_equity,roe,revenue_growth,rsi,macd_signal,bollinger_position,volume_ratio,market_cap,sector,news_sentiment,analyst_rating,future_return
13.05,3.0,0.2134,-0.0008,98.03,-1.0818,0.7478,1.5,10616.2,Technology,-0.8588,2.63,-0.1769
6.7,2.33,0.0808,0.3073,55.46,-1.51,0.3452,0.61,1302.98,Energy,0.4689,3.97,0.2765
26.9,1.38,0.1662,0.0612,93.82,2.5056,0.765,0.55,3213.95,Healthcare,1.5245,2.03,0.139
10.24,1.25,0.0921,0.3907,81.34,0.014,0.6275,1.23,45985.62,Technology,0.1697,4.87,0.3
18.56,1.99,0.2752,-0.1811,66.6,-1.5573,0.0038,0.98,4949.29,Technology,-1.2201,3.55,-0.221
8.32,2.33,0.1794,0.0017,34.94,-0.9815,0.3803,0.79,8504.46,Healthcare,-0.0868,1.87,-0.0831
7.24,3.81,0.2196,-0.1521,30.43,-1.0089,0.2905,1.7,6926.83,Consumer,0.3825,4.17,0.2209
13.03,3.37,0.0732,-0.1014,64.34,-0.5761,0.2179,0.74,1360.49,Healthcare,0.8134,4.94,0.3
12.31,1.19,0.2047,-0.0442,43.26,-2.1507,0.2516,1.23,5752.9,Healthcare,1.4361,2.0,0.2167
17.88,1.55,0.095,0.1273,79.88,-1.6279,0.9424,1.8,3243.36,Finance,1.2548,4.29,0.3
9.83,2.47,0.1288,0.12,76.05,1.5332,0.4863,0.84,2031.21,Technology,-0.0495,4.91,0.2232
2.8,3.13,0.2508,-0.0219,31.21,0.3707,0.8477,0.4,975.92,Finance,-1.6401,1.88,-0.3
8.62,2.9,0.0366,-0.2542,70.27,-0.3047,0.2142,0.82,6626.24,Finance,0.9458,1.94,0.0542
22.99,1.59,0.1363,0.3017,49.46,0.0052,0.1744,1.1,27898.83,Finance,-0.4935,3.87,-0.0096
9.6,0.78,0.155,0.0371,32.33,-0.0911,0.8888,1.65,76203.31,Energy,1.61,4.8,0.3
10.0,0.91,0.1616,-0.0874,41.3,-0.4183,0.4957,0.77,498.55,Healthcare,0.6577,3.78,0.2254
26.82,1.94,0.0839,0.1212,89.54,1.0342,0.8952,2.37,201351.53,Finance,-0.215,3.02,-0.1227
6.89,2.02,0.2869,0.1107,35.95,0.8863,0.063,0.52,14557.93,Energy,2.1174,1.42,0.3
3.55,0.85,0.0164,0.0316,28.74,-3.1435,0.9164,1.09,850.6,Energy,0.463,4.7,0.2964
10.71,1.69,0.2367,0.1023,35.18,-0.2631,0.4154,0.89,3614.12,Technology,1.2235,1.28,0.1431
8.27,2.41,0.2172,-0.0933,21.46,-3.0116,0.1554,1.96,189.66,Healthcare,-0.7433,1.85,-0.2249
5.62,0.83,0.2721,0.194,54.46,1.2712,0.6834,0.48,316.23,Consumer,-0.9705,2.8,-0.086
10.59,3.2,-0.0071,-0.0695,14.74,1.5353,0.7969,1.24,253431.8,Healthcare,-2.1771,3.0,-0.3
18.05,1.31,0.0505,-0.0108,81.74,-1.2216,0.0474,0.89,2000.99,Energy,0.9131,1.22,-0.0536
12.09,3.51,0.2394,0.1773,22.56,-0.2335,0.9872,2.15,23713.14,Healthcare,-0.307,1.33,-0.1381
15.57,1.2,-0.0302,0.2606,59.81,-4.2229,0.697,0.66,6487.4,Technology,2.3272,1.5,0.3
51.97,0.89,-0.0085,0.3179,12.5,1.9456,0.3214,1.23,8396.91,Healthcare,0.3021,1.16,-0.3
9.26,1.25,0.0809,0.2384,97.85,1.4193,0.1513,0.66,16916.66,Energy,0.31,4.91,0.3
15.22,1.56,0.1354,0.0314,45.46,2.3002,0.3925,1.1,125.46,Energy,1.3792,1.95,0.1738
8.11,1.31,0.2474,-0.1512,82.22,2.9731,0.2206,0.83,113219.57,Finance,-0.1985,4.52,0.1328
6.19,1.45,0.1052,0.2908,76.86,-2.4482,0.4942,0.82,6651.38,Energy,-0.4863,4.14,0.1147
7.63,2.01,0.0713,0.2856,71.37,1.7761,0.7819,0.37,2955.55,Technology,-1.1842,3.82,-0.0814
8.31,1.49,0.1449,-0.0208,82.74,2.9586,0.6601,1.23,20661.2,Energy,0.0621,3.63,0.1128
16.24,1.58,0.1576,0.2182,10.05,-2.9892,0.4359,0.58,1915.55,Healthcare,0.3844,2.99,0.1119
79.78,0.59,0.1553,0.0302,67.85,-0.3424,0.1189,0.57,12288.56,Consumer,-0.5209,3.26,-0.3
6.87,2.09,0.1058,0.3052,26.58,-0.7268,0.9572,0.46,5820.85,Energy,1.4107,4.56,0.3
8.73,1.56,-0.0364,0.0028,78.59,1.7109,0.2704,0.59,33591.23,Technology,-1.9553,4.11,-0.2951
11.58,4.33,0.0466,0.3768,95.69,-4.7879,0.2778,1.28,5282.25,Technology,0.7884,1.92,0.1254
16.72,0.94,0.2336,0.1979,90.15,3.6319,0.6455,1.25,1032.73,Technology,-1.0514,1.42,-0.3
15.04,0.56,0.135,0.3496,11.5,-0.2251,0.7705,1.39,16725.4,Technology,0.8156,2.17,0.1382
34.03,2.39,0.0942,0.0104,36.96,1.8322,0.9842,0.6,4716.26,Healthcare,0.1374,1.53,-0.2728
1.75,2.03,0.2095,0.1408,36.43,-0.1205,0.9692,1.11,212.3,Finance,0.1495,4.82,0.3
1.8,0.9,0.0296,-0.0654,12.23,0.9843,0.9138,0.74,12031.85,Consumer,0.564,2.53,0.097
8.19,0.66,0.102,0.2066,9.81,-4.6428,0.4353,1.61,2765.88,Finance,0.7902,1.69,0.1025
29.31,4.15,0.131,0.2149,38.49,-0.7698,0.1667,1.24,16179.71,Finance,-0.2842,3.49,-0.0742
3.48,3.85,0.0847,0.4396,99.21,1.6955,0.5845,0.72,1465.42,Finance,0.3676,2.59,0.173
1.1,0.37,0.1281,0.1523,56.89,0.5775,0.0173,1.68,725.77,Healthcare,0.7206,1.87,0.1546
19.24,1.25,0.105,0.1886,62.18,-3.2737,0.1962,1.29,85840.71,Consumer,1.5666,1.23,0.1352
14.8,4.48,0.0081,0.0094,47.1,0.1228,0.0025,0.5,43752.15,Energy,0.519,1.37,-0.1144
5.09,1.24,0.1345,0.1612,66.23,-1.6375,0.1805,0.43,7997.15,Energy,-0.3741,3.25,0.0231
5.54,1.23,0.0137,0.023,95.67,-1.8108,0.4748,0.51,19448.67,Consumer,1.8814,4.0,0.3
5.61,1.39,0.1332,0.0974,58.87,-3.0414,0.3933,2.28,40979.59,Consumer,1.3061,4.7,0.3
13.31,0.84,0.2299,0.1062,6.5,1.2374,0.3693,0.6,7939.62,Technology,0.9967,3.34,0.2525
7.38,0.59,0.0975,0.0272,49.29,2.226,0.831,2.56,722.7,Finance,0.2896,3.61,0.1466
18.09,3.1,0.0263,0.0894,99.28,4.2403,0.675,0.59,14749.12,Technology,-0.046,1.97,-0.1652
1.24,0.55,0.1098,0.0237,38.74,-2.9481,0.9364,0.56,60140.78,Healthcare,-1.5404,2.1,-0.3
6.14,1.91,0.0534,0.023,59.39,1.5347,0.4453,1.55,26538.79,Healthcare,1.208,2.67,0.2326
4.95,2.81,0.1676,0.2415,10.66,1.6663,0.2722,1.59,9123.49,Consumer,-3.0708,4.47,-0.3
9.92,0.69,0.1082,0.1063,14.12,-1.161,0.1227,1.32,25098.97,Healthcare,0.2162,2.74,0.0575
7.92,0.95,0.2568,0.1321,87.47,-1.8352,0.672,1.4,5184.92,Consumer,-0.2847,1.96,-0.0566
23.06,3.41,0.213,-0.1386,30.03,-2.1715,0.8417,0.67,65404.77,Energy,0.5332,4.68,0.2031
2.75,2.27,0.1078,0.1435,30.55,-1.0547,0.1837,1.52,119893.74,Finance,-0.2553,2.65,-0.0074
12.63,1.14,0.1772,0.1596,38.72,0.4052,0.8788,1.13,606.46,Healthcare,0.1502,1.32,-0.0854
19.04,3.39,0.0885,0.0202,96.65,2.7202,0.5263,0.83,75498.56,Technology,-0.52,3.18,-0.1356
53.8,3.4,0.1227,0.3928,8.44,2.2107,0.1441,1.05,711100.3,Healthcare,0.1313,3.51,-0.1192
8.29,1.94,0.0911,-0.2634,81.88,-3.2308,0.6429,1.7,23183.05,Finance,-0.7729,4.82,-0.0043
15.79,0.96,0.1813,0.1977,34.16,-1.5777,0.5201,1.22,57960.36,Healthcare,-0.0406,4.23,0.135
2.88,1.29,0.2346,0.1869,84.95,2.5993,0.0282,0.34,2221.21,Consumer,-0.8264,1.4,-0.2089
1.8,1.96,0.1839,0.1612,99.18,-1.4622,0.3992,1.56,2958.94,Healthcare,1.7763,3.05,0.3
23.95,1.47,0.1938,0.1064,34.87,-0.1138,0.7848,1.5,5329.33,Energy,-1.5801,2.74,-0.3
12.13,2.9,0.1938,0.1626,12.94,-3.4106,0.5554,0.83,3623.16,Energy,-0.9371,2.57,-0.183
31.27,0.66,0.1641,0.2102,14.44,2.3061,0.282,1.06,587.78,Healthcare,-0.3744,1.56,-0.2765
4.06,0.67,0.0289,-0.0289,75.87,-3.8255,0.9286,1.06,5736.92,Technology,-0.487,2.5,-0.1173
18.47,1.84,0.2561,0.1249,14.49,-3.2856,0.2378,0.37,43164.17,Healthcare,0.8301,2.88,0.2043
54.33,1.23,0.2644,0.0525,26.04,2.1016,0.2527,0.82,603.62,Consumer,0.001,1.88,-0.3
17.04,1.13,0.1013,-0.0841,20.44,3.8401,0.3546,0.83,11594.24,Consumer,-0.7614,3.3,-0.1795
15.2,0.57,0.0903,0.1876,35.57,-0.5812,0.8945,0.92,10904.18,Consumer,-0.3694,1.89,-0.1864
12.27,1.67,0.169,-0.0047,7.44,-0.0937,0.5076,0.77,4435.38,Technology,0.6363,1.49,-0.0028
3.47,1.6,0.1641,-0.1447,85.67,1.8166,0.6822,1.39,21873.93,Energy,-2.2019,4.94,-0.2054
36.03,2.44,0.1038,-0.0009,86.01,0.5789,0.9763,0.67,18129.91,Consumer,-1.1129,3.75,-0.3
7.47,1.72,0.02,-0.0398,41.29,-0.7464,0.7833,1.58,3847.33,Consumer,-0.3401,3.38,-0.039
18.24,1.52,0.1445,0.2343,61.21,-0.9709,0.1726,1.36,67628.26,Healthcare,0.2178,2.31,-0.0155
3.49,3.34,0.1641,0.103,64.2,-3.1336,0.7884,1.97,24865.11,Energy,-0.0407,1.83,-0.038
4.74,0.75,0.1781,0.2874,74.93,0.4659,0.7483,2.38,188518.28,Consumer,0.2357,1.53,0.0206
38.4,2.27,0.1479,-0.02,52.07,-0.1838,0.2326,2.39,7094.98,Consumer,-0.1331,1.25,-0.3
9.23,0.6,0.0983,0.2111,51.03,-0.8757,0.3253,0.55,4257.64,Healthcare,0.7171,3.8,0.276
38.96,1.0,0.1995,0.5059,63.13,-2.0036,0.7101,1.19,5340.46,Healthcare,-0.2942,2.1,-0.1965
11.44,0.8,0.1253,0.1334,70.3,-1.8011,0.2384,0.7,85530.97,Finance,-0.744,2.27,-0.1885
2.79,2.64,0.0828,0.2092,34.67,1.2368,0.2082,5.16,6018.58,Healthcare,-1.2336,1.64,-0.2981
24.87,1.59,0.1055,0.184,33.04,1.7633,0.7035,1.36,6800.23,Healthcare,-0.3119,1.47,-0.2594
7.6,1.64,-0.0197,-0.1333,26.97,-0.6542,0.8806,2.03,409194.65,Finance,-0.1426,2.98,-0.0613
21.31,0.85,0.1054,0.1679,54.88,-0.865,0.075,1.24,550.62,Consumer,-0.3469,3.91,-0.0104
12.43,1.38,0.1751,0.126,36.02,-1.7073,0.4459,0.27,16541.71,Healthcare,-1.6545,4.96,-0.085
3.54,1.04,0.1472,0.041,54.03,1.8736,0.6072,0.68,7165.9,Technology,0.2657,2.36,0.0635
13.89,2.08,0.2417,-0.0526,40.6,0.062,0.6763,0.71,4908.79,Finance,-0.0237,3.66,0.079
70.6,0.91,0.099,0.1841,83.67,0.7358,0.9962,0.82,1203.84,Finance,0.5841,1.46,-0.3
18.07,3.66,0.159,-0.0659,7.31,0.7169,0.6827,1.2,2147.72,Consumer,-0.239,3.22,-0.0673
11.63,0.6,0.1834,0.4,57.22,-0.6154,0.6202,1.28,3582.51,Healthcare,-1.0216,3.07,-0.0762
28.8,1.02,0.3074,0.0971,57.56,-2.3307,0.9897,0.27,21839.62,Technology,-0.1156,1.13,-0.2503
14.42,4.51,0.1316,-0.1035,38.37,-1.9923,0.0607,0.89,44572.94,Consumer,1.869,2.93,0.3
14.41,1.27,0.0365,0.0029,42.1,2.2558,0.0744,0.78,230.99,Healthcare,-0.7229,2.98,-0.1819
5.09,0.75,0.1878,0.0383,80.01,-1.4514,0.5607,1.99,732.8,Consumer,-0.3099,2.49,-0.0336
14.69,1.88,0.2693,0.4419,28.07,-0.8207,0.3587,1.34,24240.44,Finance,-0.9154,3.29,-0.0262
27.89,1.24,0.0942,-0.0527,87.14,-2.2688,0.0967,0.91,28696.15,Finance,-0.092,1.18,-0.3
6.24,1.0,0.1873,0.0626,89.63,-2.4321,0.3064,1.12,433.84,Healthcare,-0.8706,4.38,0.0279
38.08,0.85,0.2183,-0.0007,65.06,-1.5383,0.6744,0.43,46563.74,Consumer,-0.2929,3.08,-0.1963
11.32,8.68,0.2014,0.1549,77.29,3.3768,0.8806,1.39,7879.8,Healthcare,1.1042,1.13,0.0941
5.99,1.42,0.13,0.0017,61.29,1.3161,0.0943,0.82,36103.45,Energy,0.7136,4.94,0.3
27.06,0.52,0.0641,-0.0909,52.53,-1.0536,0.5401,0.67,1475.17,Healthcare,-0.1403,2.53,-0.1997
9.68,4.04,0.1135,0.0507,96.67,2.1658,0.2961,1.93,502.68,Energy,-0.0846,4.95,0.1905
22.37,2.38,0.1567,0.0351,28.27,-0.3046,0.6673,1.15,4370.76,Finance,0.7758,1.72,-0.0142
9.65,1.04,0.1927,-0.0088,15.42,2.7087,0.5495,0.72,4776.43,Technology,-1.9608,1.12,-0.3
11.61,0.94,0.1467,-0.0008,28.75,4.4235,0.9267,0.74,4271.17,Finance,-0.5109,3.85,0.0077
18.08,2.47,0.0896,0.2577,61.46,2.0563,0.0377,1.2,3713.04,Technology,1.4098,4.78,0.3
15.37,1.42,0.1644,0.032,18.52,0.1891,0.47,1.15,239373.03,Consumer,0.7392,1.31,-0.0192
2.47,0.52,0.1888,-0.0901,90.88,1.3986,0.1928,1.01,270.53,Technology,-0.2427,3.94,0.1187
4.97,4.82,0.1504,0.0107,41.1,0.0301,0.5368,0.55,1495.55,Consumer,-2.0087,1.28,-0.3
25.62,1.27,0.0531,0.0882,85.0,-3.672,0.8536,0.59,3508.11,Energy,-1.9147,4.18,-0.3
10.96,4.04,0.1055,-0.1204,24.92,-1.3093,0.9113,0.69,8501.26,Consumer,-1.7653,3.33,-0.3
8.01,3.55,0.1958,0.3239,31.32,-1.9032,0.3982,0.91,33591.48,Healthcare,-1.1616,4.13,-0.0078
4.11,0.9,0.0094,0.2101,5.92,-1.3536,0.8118,0.98,45739.79,Healthcare,-0.9359,2.49,-0.1626
5.14,3.06,-0.0475,0.2945,25.78,3.5873,0.2805,0.92,69776.13,Healthcare,0.9799,4.62,0.3
2.42,1.12,0.2406,0.1388,49.03,2.2443,0.0063,0.94,21224.44,Finance,-1.4582,2.21,-0.2405
11.23,0.54,0.1609,-0.2341,94.61,0.8818,0.8552,2.56,254.67,Healthcare,-0.812,2.13,-0.2595
7.55,1.28,0.1685,0.3103,38.89,1.6247,0.1194,1.53,290.4,Consumer,0.5268,4.84,0.3
5.62,2.09,0.0339,-0.0495,63.97,-3.7842,0.0176,1.81,80384.76,Consumer,0.0805,1.49,-0.1347
11.54,1.25,0.179,-0.0373,42.77,1.4564,0.3538,1.26,70633.02,Consumer,0.3845,3.37,0.1374
16.3,1.37,0.142,0.1034,4.68,1.8792,0.3794,1.04,28912.87,Healthcare,-0.0901,3.3,0.0185
65.01,3.27,-0.0067,0.2867,50.35,-4.4795,0.0772,1.23,1570.99,Energy,1.1205,1.95,-0.2127
3.63,1.76,0.2339,0.238,6.59,1.5305,0.8142,1.12,4251.2,Energy,0.5943,2.27,0.1849
30.8,0.99,0.1327,0.2159,88.37,-2.8481,0.4056,1.5,3649.23,Finance,-1.1337,2.15,-0.3
26.54,2.51,0.0883,0.0332,75.3,-3.94,0.4899,0.61,1043.71,Consumer,-0.687,4.38,-0.0896
6.53,1.86,0.0898,0.0309,37.87,2.6526,0.2646,1.44,13603.7,Consumer,0.1602,2.56,0.0307
14.33,0.36,-0.0412,0.1319,64.02,-2.0141,0.5115,1.09,603764.38,Finance,0.0251,2.43,-0.0784
8.45,2.13,0.1675,0.0605,11.2,-1.4319,0.7667,0.41,3007.14,Consumer,1.0025,3.55,0.3
14.13,2.09,0.1409,0.2134,70.26,1.9792,0.9062,1.04,108396.23,Technology,1.1602,2.98,0.2672
40.74,1.67,0.1045,0.2045,82.27,-0.6105,0.9705,0.52,1379.29,Finance,1.025,2.7,0.024
19.78,2.82,0.2223,0.1687,82.17,-0.3603,0.4267,0.77,374.91,Consumer,-0.1348,3.84,0.0651
18.3,1.1,0.0093,-0.2989,28.43,-0.4042,0.99,0.92,58395.35,Finance,1.0631,2.65,0.0359
8.63,2.02,0.0723,0.0992,26.37,0.6952,0.295,0.47,5231.07,Technology,1.1973,1.89,0.1722
3.72,0.64,0.052,0.0637,52.14,-0.4527,0.007,0.97,103001.36,Technology,0.157,3.97,0.1795
10.31,2.1,0.0977,0.1052,96.78,0.2283,0.7676,1.03,153550.83,Healthcare,-1.6542,1.27,-0.3
31.99,5.32,0.1254,-0.0331,92.05,-1.0071,0.1784,1.46,4643.32,Consumer,-1.036,5.0,-0.1476
3.59,0.91,0.1544,-0.1187,35.96,0.7036,0.0525,0.8,118899.33,Technology,-0.5207,3.39,-0.0242
5.24,1.05,0.0922,0.1495,77.98,0.6277,0.924,1.15,1405.14,Technology,-0.4432,1.87,-0.1263
13.48,1.08,0.0498,0.0266,92.13,3.7958,0.7918,0.95,1361.58,Technology,-0.7616,1.79,-0.281
5.54,1.78,0.2549,0.1662,26.09,-0.7625,0.1027,0.81,69185.66,Healthcare,-0.3964,2.09,-0.0531
6.46,0.87,0.3129,-0.0206,83.03,-0.3683,0.7769,0.43,366.64,Consumer,0.4966,4.52,0.3
8.68,2.12,0.1315,0.2924,26.79,0.4776,0.844,0.95,8077.86,Finance,0.2305,4.31,0.2681
4.09,2.74,0.0595,0.2302,34.33,1.9289,0.9053,1.45,98647.37,Healthcare,-0.5207,1.58,-0.1764
5.59,2.27,0.238,0.1245,19.88,-2.1832,0.5437,0.63,112823.62,Consumer,0.4856,3.4,0.2399
21.39,0.57,0.0043,0.048,50.71,0.2072,0.7034,0.9,3410.67,Technology,0.5382,4.64,0.2036
4.28,3.0,0.0932,0.2079,84.33,-5.0157,0.7622,0.97,60989.75,Healthcare,0.4369,3.93,0.2556
3.39,2.89,0.0643,0.1389,52.81,-0.5431,0.6886,1.74,857.6,Energy,0.0484,3.35,0.1105
7.36,2.71,0.0272,0.1158,12.34,2.1455,0.6468,1.02,2132.95,Energy,0.3065,1.83,-0.0361
21.88,2.06,0.0976,0.2364,25.18,-1.4523,0.5476,1.15,12846.4,Technology,-0.0262,4.77,0.1369
10.41,1.88,0.0509,0.294,56.29,0.3537,0.4792,1.0,17248.88,Consumer,-0.3154,4.57,0.1404
8.4,3.06,0.121,-0.1079,58.32,-1.0578,0.9961,0.78,996.8,Consumer,0.6384,2.28,0.0602
12.62,5.23,0.1222,-0.0776,57.69,-1.7188,0.3376,0.57,335894.81,Healthcare,0.9307,2.99,0.1818
3.01,0.93,0.0703,-0.037,7.7,1.943,0.0883,0.87,189.63,Energy,-0.8072,1.33,-0.2923
18.1,3.15,0.0904,-0.1454,75.37,-2.0905,0.765,1.22,9030.9,Consumer,2.328,3.53,0.3
16.56,1.57,0.1015,0.0706,90.94,0.5859,0.2138,1.06,11989.84,Healthcare,-1.084,1.22,-0.3
8.78,1.53,0.1848,0.17,51.05,0.6167,0.5327,2.1,246.18,Healthcare,-0.0631,4.62,0.2484
27.24,0.66,0.1081,0.0768,71.88,-1.7036,0.0958,1.6,114491.84,Energy,0.6112,4.52,0.1826
4.94,1.39,0.186,-0.0001,91.4,0.3114,0.6193,1.86,1842.81,Technology,0.2668,2.13,0.0525
30.03,0.91,0.1669,0.249,64.26,-1.8699,0.944,0.36,9866.6,Healthcare,-0.9736,3.97,-0.1446
13.79,1.25,0.1657,0.1011,67.43,1.0436,0.7227,2.2,15616.39,Technology,0.2108,2.76,0.0564
9.31,0.85,0.231,0.1314,72.14,-2.6299,0.2145,1.14,442.08,Energy,1.5051,4.38,0.3
11.99,1.26,0.0304,0.2531,26.05,-0.6792,0.9711,1.23,949.3,Healthcare,-0.2074,1.25,-0.1928
11.18,1.29,0.0821,0.0615,58.27,-0.5055,0.3071,1.57,184620.13,Finance,-1.424,3.02,-0.268
32.34,1.75,0.2611,0.389,84.22,2.2259,0.4366,1.01,7103.46,Energy,-1.4098,2.59,-0.3
5.15,0.63,0.0994,0.0128,29.62,0.2801,0.4981,0.59,36.81,Energy,1.1116,2.04,0.1658
6.62,0.69,-0.1052,0.3797,89.72,1.91,0.9907,2.06,4430.01,Finance,-0.3523,1.84,-0.1508
27.91,2.05,0.1038,-0.0662,62.04,1.1094,0.0689,0.68,7587.04,Energy,-0.0318,3.71,-0.0599
7.57,1.02,0.1308,0.1576,42.32,1.0966,0.6967,0.61,12565.89,Finance,0.3132,1.81,0.0094
25.04,3.14,-0.0894,-0.0164,62.32,-0.6639,0.3619,0.89,148.75,Finance,-2.5886,3.53,-0.3
47.44,1.89,0.2267,0.2479,40.19,2.0418,0.0783,0.82,7641.76,Energy,1.038,2.56,0.0154
8.83,2.37,0.0629,0.0083,83.8,-0.7123,0.935,1.0,1532.56,Finance,1.8074,1.97,0.2537
21.01,3.84,0.1463,0.1236,48.23,-3.4597,0.5899,0.95,12607.78,Finance,-0.4081,4.13,0.01
4.84,1.37,0.1019,-0.0176,90.12,-0.4296,0.7535,1.96,22307.36,Energy,-0.1187,2.46,-0.0608
22.28,1.17,0.0169,0.2206,50.98,0.907,0.2404,1.26,18033.53,Finance,0.703,1.06,-0.097
14.29,2.78,0.0344,-0.0184,66.04,-3.2133,0.7615,0.65,134315.46,Technology,-0.4697,4.4,0.0144
17.79,2.24,0.0452,0.3325,99.77,-1.7702,0.8285,0.7,647672.38,Energy,1.0906,2.26,0.139
7.27,1.47,0.2069,-0.0694,14.7,-2.4612,0.4308,0.82,839.49,Energy,0.5143,4.29,0.2838
3.23,3.8,0.1082,-0.1218,73.67,1.5734,0.572,0.83,3774.56,Technology,1.2584,3.19,0.3
18.22,1.45,0.0783,0.2227,13.89,3.3457,0.9719,0.77,35815.05,Consumer,-1.1645,4.53,-0.0937
2.34,1.68,0.0452,-0.0087,83.89,-0.4194,0.8467,0.58,6288.06,Healthcare,0.3537,2.67,0.0969
9.45,1.67,0.2157,0.0789,59.65,1.0631,0.4449,1.16,34.97,Finance,0.4143,1.68,0.0112
25.87,0.94,0.2371,0.0317,93.82,1.011,0.6646,0.8,5513.23,Finance,0.7096,1.07,-0.0947
14.2,1.73,0.2148,-0.1169,86.6,3.1076,0.7842,0.62,95634.98,Healthcare,-0.1279,4.11,0.0767
57.9,3.81,0.1594,0.0685,7.49,-1.3051,0.0243,1.27,497.96,Finance,-0.9197,4.12,-0.3
27.66,2.15,0.1432,0.2697,13.73,-0.4398,0.5884,1.53,12594.42,Finance,-1.4755,1.78,-0.3
7.22,1.68,0.0227,0.2305,60.12,-0.6815,0.9845,0.88,178.62,Technology,-0.545,4.82,0.1194
12.45,1.5,0.1003,0.1148,51.83,0.1507,0.9472,2.44,46168.79,Technology,-0.6358,4.8,0.0704
11.73,2.01,0.0653,0.2468,16.86,5.0086,0.8324,3.03,13136.22,Technology,-0.422,2.46,-0.1124
3.44,2.59,-0.026,-0.0789,12.94,0.0616,0.1062,1.28,2601.47,Technology,-0.1886,1.59,-0.158
5.74,2.38,0.2046,0.0312,56.4,-1.7094,0.994,0.79,3512.56,Energy,-1.2805,2.14,-0.2504
7.78,1.35,0.0643,0.1394,4.89,-2.309,0.6095,1.14,404.18,Finance,-1.0284,4.72,0.0072
2.39,2.0,0.2157,0.0604,87.37,2.5053,0.2229,0.54,60795.08,Healthcare,-0.46,3.44,0.0529
12.65,2.2,0.1905,0.043,80.71,-1.7185,0.6743,0.65,1638.11,Finance,0.4002,4.66,0.2704
9.98,0.9,0.1645,-0.1001,78.54,1.3272,0.8565,0.43,22039.63,Energy,-0.6476,1.09,-0.3
3.2,1.82,0.169,-0.2322,1.6,-1.3594,0.1123,0.73,1183.44,Energy,0.3939,4.96,0.3
16.83,0.45,0.0708,0.2027,4.76,-2.5334,0.9164,0.54,657898.23,Finance,1.7307,3.51,0.3
21.6,2.2,0.2686,0.1165,54.98,1.2104,0.9202,1.37,183382.51,Finance,-0.0276,1.74,-0.1354
14.61,2.45,0.1235,0.2153,99.44,-1.2615,0.0135,0.69,512722.08,Technology,1.6303,3.03,0.3
9.4,2.58,0.1442,0.0144,34.23,0.8509,0.9003,1.15,647619.4,Energy,1.1898,4.28,0.3
19.55,1.3,0.0681,-0.0269,34.44,0.9986,0.9468,1.45,2277.78,Finance,0.5334,1.56,-0.0992
20.99,1.98,0.0455,0.081,13.43,1.0925,0.0377,1.8,1382.62,Healthcare,-0.4783,3.43,-0.1175
15.58,3.87,0.1582,0.2081,67.43,-0.5363,0.2942,0.84,466152.93,Healthcare,-0.2387,3.77,0.0519
6.3,3.85,0.1374,0.0453,64.67,1.3724,0.3731,1.17,6111.08,Technology,0.9058,2.65,0.1974
15.2,1.62,0.0569,0.2003,10.13,-1.8451,0.3489,1.19,42891.8,Technology,0.0649,3.17,0.0271
31.7,1.79,0.0049,-0.0709,46.74,-4.9082,0.759,1.89,2341.71,Finance,1.9189,4.35,0.3
7.56,3.21,0.0184,0.0558,66.71,1.4138,0.3581,1.48,2420.03,Healthcare,-0.318,4.81,0.1445
65.26,0.67,0.2157,0.0695,49.35,0.3312,0.9566,1.92,42613.09,Energy,-0.1239,3.22,-0.3
8.0,1.36,0.0709,0.264,67.44,-1.2202,0.995,0.44,157.63,Consumer,1.8822,3.81,0.3
12.5,3.67,0.0929,0.1111,81.63,-2.9423,0.3168,0.72,38806.77,Healthcare,-1.0038,2.29,-0.2572
7.11,2.96,0.236,0.3419,68.58,-4.0732,0.5088,1.68,23131.43,Energy,2.062,2.34,0.3
14.56,2.06,0.0302,-0.1222,61.61,0.1035,0.5577,1.34,2806.49,Healthcare,-2.1724,4.55,-0.3
3.02,0.67,0.0618,0.0995,85.36,3.2976,0.5794,0.94,8504.63,Finance,-0.8497,1.39,-0.2641
7.87,1.6,0.0585,0.1069,90.06,-0.2771,0.3742,0.79,11634.26,Consumer,-1.1274,1.82,-0.3
5.09,1.16,0.2494,0.173,38.89,-0.7227,0.166,1.48,13017.57,Consumer,-1.6718,2.08,-0.3
13.58,2.01,0.2795,-0.042,17.32,-0.0487,0.0546,0.37,32218.18,Finance,-0.6897,1.38,-0.2638
26.99,1.01,0.1801,0.3327,81.79,4.3584,0.1063,1.49,1587.69,Finance,-0.461,3.67,-0.0488
20.43,0.89,0.1827,0.0819,21.38,1.5038,0.9013,1.05,1785932.53,Technology,0.1834,4.63,0.1962
1.83,0.48,0.0736,-0.0831,92.9,-1.8672,0.2804,0.78,5371.23,Energy,-2.0776,1.11,-0.3
62.41,3.43,0.2758,0.0776,2.29,0.0562,0.0768,1.29,6239.23,Energy,1.7998,2.01,0.0047
15.43,1.3,0.1414,0.033,92.13,0.6649,0.6235,0.82,396082.79,Technology,-0.5608,4.68,0.052
6.55,1.81,0.1882,0.4975,58.92,-2.1127,0.0753,1.01,208.91,Energy,0.2099,2.86,0.1884
13.81,1.65,0.1116,0.2375,77.47,1.5183,0.0701,0.98,387903.74,Consumer,-0.6146,4.54,0.0781
14.03,0.87,0.0986,0.0874,39.85,-1.6356,0.6216,1.45,9768.52,Healthcare,0.0043,4.78,0.1829
